0;18;25
49.92;63.4913529;69.4172125
16.54;21.0365981;23.0000139
0.49712;0.6322681;0.6912797
0.3495;0.4445158;0.4860039
;;
0;18;25
16.54;21.0365981;23.0000139
1.70529;2.1688936;2.3713237
0.3495;0.4445158;0.4860039
